"sessionId","completedAt","metadata","participantId","participantUsername","procedureId","procedureName","steps","totalTimeSec","trainNumber"
"sess_1764628006237_dq9sdj","2025-12-01T22:26:46.237Z","{""createdAt"":{""S"":""2025-12-01T22:26:46.237Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-01T22:26:44.864Z""}}","P3","tharundtr","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""4""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""4""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","17",""
"sess_1764880218897_kymvek","2025-12-04T20:30:18.897Z","{""createdAt"":{""S"":""2025-12-04T20:30:18.897Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T20:30:17.337Z""}}","P16","user_35","1","Centrifuge - Train 1","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""84""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""451""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""15""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""368""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""27""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","958","1"
"sess_1764861652501_fzxlz6","2025-12-04T15:20:52.501Z","{""createdAt"":{""S"":""2025-12-04T15:20:52.501Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T15:20:49.913Z""}}","P9","user11","3","Pressure Testing - Train 2","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""116""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""52""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""144""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""115""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""107""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""136""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""44""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""19""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""27""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""9""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","828","2"
"sess_1764863113978_ooz1xs","2025-12-04T15:45:13.978Z","{""createdAt"":{""S"":""2025-12-04T15:45:13.978Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T15:45:13.950Z""}}","P8","user_31","2","Column Flushing - Train 1","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""54""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""25""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""59""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""37""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""52""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""31""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""32""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""86""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""4""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","422","1"
"sess_1764876093374_cgg6ok","2025-12-04T19:21:33.374Z","{""createdAt"":{""S"":""2025-12-04T19:21:33.374Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T19:21:31.723Z""}}","P13","user_34","1","Centrifuge - Train 1","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""71""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""1671""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""343""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""30""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","2149","1"
"sess_1764866498700_jrym4j","2025-12-04T16:41:38.701Z","{""createdAt"":{""S"":""2025-12-04T16:41:38.701Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T16:41:36.399Z""}}","P10","user12","1","Centrifuge - Train 2","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""181""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""9""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""206""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""220""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""389""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","1017","2"
"sess_1764628952716_4j92j7","2025-12-01T22:42:32.717Z","{""createdAt"":{""S"":""2025-12-01T22:42:32.717Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-01T22:42:32.274Z""}}","P6","test_user","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","11",""
"sess_1764864788179_963ced","2025-12-04T16:13:08.179Z","{""createdAt"":{""S"":""2025-12-04T16:13:08.179Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T16:13:08.391Z""}}","P11","user_32","3","Pressure Testing - Train 1","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""14""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""25""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""102""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""92""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""23""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""25""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","343","1"
"sess_1764873847697_dwnp2p","2025-12-04T18:44:07.697Z","{""createdAt"":{""S"":""2025-12-04T18:44:07.697Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T18:44:06.334Z""}}","P15","user14","3","Pressure Testing - Train 2","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""15""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""14""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""85""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""53""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""14""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""23""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""23""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""35""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":true}}}]","336","2"
"sess_1764873433227_tvwzmq","2025-12-04T18:37:13.228Z","{""createdAt"":{""S"":""2025-12-04T18:37:13.228Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T18:37:10.616Z""}}","P14","user13","3","Pressure Testing - Train 2","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""34""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""15""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""45""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""57""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""100""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""41""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""31""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""29""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","420","2"
